,description,runtime,id,imdb_score,release_year,title,type
1211,"During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatized super-villain. They will also discover that Miraculous exist in the United States, too.",52,tm936285,,2020,Miraculous World : New York – United HeroeZ,MOVIE
1212,"Scooter rushes to make his delivery deadlines and upload the brand-new Muppets series for streaming. They are due now, and he’ll need to navigate whatever obstacles, distractions, and complications the rest of the Muppet gang throw at him.",26,ts219040,5.9,2020,Muppets Now,SHOW
1213,"In India From Above, cutting-edge aerial footage reveals how India, which is at once both modern and steeped in ancient mysticism, is shaped by its developed and untouched landscapes.",43,ts251915,,2020,India from Above,SHOW
1214,"Disneynature dives under the sea to frolic with some of the planet's most engaging animals: dolphins. Echo is a young bottlenose dolphin who can't quite decide if it's time to grow up and take on new responsibilities-or give in to his silly side and just have fun. Dolphin society is tricky, and the coral reef that Echo and his family call home depends on all of its inhabitants to keep it healthy. But with humpback whales, orcas, sea turtles and cuttlefish seemingly begging for his attention, Echo has a tough time resisting all that the ocean has to offer.",77,tm470101,6.6,2019,Dolphin Reef,MOVIE
1215,"irected by François Pomès, this two-part documentary chronicles the epic adventure of the Apollo space program, which included both tragic setbacks and historic successes. The first phase takes place against a backdrop of the Cold War, from the disaster of the Apollo 1 mission to the triumph of the Apollo 8 mission. The last stage culminates with the Apollo 11 space flight which landed American astronauts Neil Armstrong and Buzz Aldrin on the Moon. With full-color archival images and 3D reenactments of the mission's key stages, this immersive account details the journey of the men and women who contributed to the celebrated Apollo 11 mission.",44,ts217745,,2019,Apollo: Back to the Moon,SHOW
1216,"ABC News Correspondent Bob Woodruff and his 28-year-old son Mack Woodruff take viewers on a father-son adventure to some of the world’s most unexpected places – roguish nations and territories mostly known for conflict, but each possessing a unique power to surprise, amaze and inspire.",37,ts250807,,2020,Rogue Trip,SHOW
1217,"Andy, at the urging of his former mentor and Magic Camp owner Roy Preston, returns to the camp of his youth hoping to reignite his career. Instead, he finds inspiration in his ragtag bunch of rookie magicians.",100,tm319237,6.3,2020,Magic Camp,MOVIE
1218,"This documentary series of personal and cinematic stories that provide an inside look into the people, artistry, and culture of Pixar Animation Studios.",11,ts256051,7.3,2020,Inside Pixar,SHOW
1219,"Four curious young dinosaur friends explore the mystery of Gigantosaurus, the largest, fiercest dinosaur of all, facing their individual fears and working together to solve problems during their many adventures.",13,ts90413,6.9,2019,Gigantosaurus,SHOW
1220,"This live action series brings iconic characters and moments from Pixar films into the real world. Filmed on location in and around New York City, the series surprises and delights real people in real locations when they least expect it.",4,ts222579,6.5,2019,Pixar in Real Life,SHOW
1221,"The story of Steve, an Adélie penguin, on a quest to find a life partner and start a family. When Steve meets with Wuzzo the emperor penguin they become friends. But nothing comes easy in the icy Antarctic.",76,tm376183,7.0,2019,Penguins,MOVIE
1222,"The Apollo space program: 12 manned-missions, one impossible goal. With rare archival footage and audio, this remarkable documentary sheds new light on an incredible time in human history.",94,tm483905,7.6,2019,Apollo: Missions to the Moon,MOVIE
1223,"Can Iron Man and this rag-tag group - Captain Marvel, Spider-Ham, Groot, and Throg - figure out what the Mad Titan Thanos wants and why they've been brought to this strange, new world?",3,ts266669,5.9,2020,Marvel Battleworld: Mystery of the Thanostones,SHOW
1224,"Ronan Donovan, a National Geographic researcher, travels to the Arctic to study wolves.",44,ts218364,8.1,2019,Kingdom of the White Wolf,SHOW
1225,"Follow the adventures of eldest siblings Dolly and Dylan, their Mum Delilah and Dad Doug, and their 97 younger brothers and sisters as they embark on urban adventures and extreme sibling rivalry. Together, the pups explore growing up and finding their own spot inside the biggest, messiest, furriest blended family ever.",17,ts77182,6.1,2019,101 Dalmatian Street,SHOW
1226,"Magic of Disney’s Animal Kingdom gives viewers a backstage pass to explore the magic of nature within Disney’s Animal Kingdom Theme Park, Disney’s Animal Kingdom Lodge and The Seas with Nemo & Friends at EPCOT. Each episode dives into the details, unveiling the multifaceted aspects of animal care, conservation and Disney Imagineering and showcases the parks’ magnificent array of more than 300 species and 5,000-plus animals and the herculean tasks their animal care experts undertake to keep things running day and night.",38,ts281895,8.2,2020,Magic of Disney's Animal Kingdom,SHOW
1227,"It's nothing but fun and excitement for Mickey and his best pals – Minnie, Donald, Daisy, Goofy and Pluto - as they embark on their greatest adventures yet, navigating the curveballs of a wild and zany world where the magic of Disney makes the impossible possible.",8,ts254339,7.8,2020,The Wonderful World of Mickey Mouse,SHOW
1228,Discover what it’s like to report to work every day for The Walt Disney Company. Step behind the scenes to immerse yourself in one “ordinary” day at Disney.,6,ts220233,7.3,2019,One Day at Disney,SHOW
1229,"Dog behavior specialist Matt Beisner and his team help owners learn how to handle their aggressive and misunderstood animals, and rescue and rehabilitate dogs from local shelters that have been turned away by other facilities.",43,ts328156,,2019,Dog: Impossible,SHOW
1230,"Dr. Lauren Thielen (Dr. T) is back home in Texas to open her very own exotic animal practice, located alongside one of the state's largest and busiest animal hospitals. With the support of the ER staff and more than a dozen specialists, she treats everything from emus to hedgehogs and everything in between!",44,ts223546,8.3,2019,"Dr. T, Lone Star Vet",SHOW
1231,An epic journey around Mars — built from real satellite and rover data — revealing the red planet as you’ve never seen it before.,88,tm850243,6.9,2020,Mars: One Day on the Red Planet,MOVIE
1232,"Two journalists traverse the Grand Canyon by foot, hoping this 750-mile walk will help them better
 understand one of America's most revered landscapes and the threats poised to alter it forever.",84,tm460582,7.3,2019,Into the Grand Canyon,MOVIE
1233,Embrace the wild side of the Sunshine State with a stellar zoo team devoted to the exotic cast of animals.,44,ts286382,8.7,2020,Secrets of the Zoo: Tampa,SHOW
1234,"Disneynature’s Elephant follows African elephant Shani and her spirited son Jomo as their herd make an epic journey hundreds of miles across the vast Kalahari Desert. Led by their great matriarch, Gaia, the family faces brutal heat, dwindling resources and persistent predators, as they follow in their ancestors’ footsteps on a quest to reach a lush, green paradise.",86,tm882856,7.2,2020,Elephant,MOVIE
1235,"A non-verbal, autistic girl and a chatty boy are partnered on a canoeing trip. To complete their journey across an urban lake, they must both learn how the other experiences the world.",10,tm468064,,2020,Loop,MOVIE
1236,A live broadcast of the beloved animated Disney tale with live performances of the songs.,83,tm827851,5.6,2019,The Little Mermaid Live!,MOVIE
1237,"This series peels back the curtain of The Walt Disney Company like never before. Tune in each week as the series takes viewers behind the movies, theme parks, destinations, music, toys, and more. Each episode offers three unique stories that capture the magical moments and heartfelt storytelling that is Disney.",19,ts235604,6.5,2020,Disney Insider,SHOW
1238,Join narrator Nigel Marven as he discovers the colourful and varied wildlife and culture of Central America.,44,ts254535,,2020,Wild Central America,SHOW
1239,Forensic experts scan Pompeii’s victims to investigate why they didn’t escape the eruption.,53,tm849567,,2019,Pompeii: Secrets of the Dead,MOVIE
1240,"Executive producer Kristen Bell, who also appears, reunites the cast of a high school musical and asks them to perform it again years later. Each former student reprises their role from their original production under the tutelage of Broadway directors, choreographers and voice coaches.",54,ts115108,7.6,2019,Encore!,SHOW
